age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
22,single,f,straight,jacked,mostly anything,often,sometimes,graduated from college/university,white,91,150000,sales / marketing / biz dev,2012-06-29-22-25,"san francisco, california",,likes dogs and likes cats,other and laughing about it,,no,"english, afrikaans (okay), french (fluently), spanish (fluently)"
44,seeing someone,m,gay,,,rarely,never,graduated from masters program,hispanic / latin,74,-1,education / academia,2011-09-22-03-54,"menlo park, california",doesn't want kids,likes dogs and has cats,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)"
57,single,f,straight,average,mostly vegetarian,rarely,never,graduated from college/university,white,62,-1,other,2012-06-29-22-31,"walnut creek, california","has kids, but doesn't want more",likes dogs and likes cats,other and somewhat serious about it,libra and it&rsquo;s fun to think about,no,english
43,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,67,-1,banking / financial / real estate,2012-06-29-22-26,"berkeley, california","has a kid, and might want more",has cats,buddhism but not too serious about it,cancer,no,english
20,single,f,straight,average,mostly anything,socially,never,working on college/university,black,62,-1,computer / hardware / software,2012-06-26-23-25,"oakland, california",doesn't have kids,likes dogs,,libra but it doesn&rsquo;t matter,no,english (fluently)
29,single,m,gay,skinny,mostly vegetarian,socially,never,graduated from college/university,white,71,-1,artistic / musical / writer,2012-06-26-15-18,"san francisco, california",,,,,no,english
30,single,m,straight,,,often,sometimes,working on college/university,"middle eastern, white",70,60000,computer / hardware / software,2012-02-24-14-09,"oakland, california",doesn't want kids,,judaism and laughing about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), hebrew, spanish"
25,single,m,straight,athletic,,socially,never,graduated from space camp,white,72,150000,science / tech / engineering,2012-06-29-23-01,"santa cruz, california",,likes dogs,,,no,"english, c++, spanish (poorly), italian (poorly)"
39,single,m,straight,fit,,socially,never,graduated from masters program,white,72,-1,science / tech / engineering,2011-09-28-23-36,"palo alto, california",has kids,likes dogs and dislikes cats,,libra but it doesn&rsquo;t matter,no,english
41,single,f,straight,thin,mostly anything,socially,never,graduated from college/university,"native american, white",64,-1,clerical / administrative,2012-04-04-15-13,"vallejo, california","has kids, but doesn't want more",likes dogs and dislikes cats,catholicism but not too serious about it,taurus but it doesn&rsquo;t matter,no,english (fluently)
30,single,m,straight,fit,mostly anything,socially,,,"native american, white",72,50000,other,2012-06-29-14-02,"redwood city, california",,likes dogs and likes cats,,gemini and it&rsquo;s fun to think about,no,"english, greek, albanian"
23,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,68,-1,artistic / musical / writer,2012-06-30-00-19,"palo alto, california",,,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,english
49,single,f,straight,curvy,mostly other,socially,never,graduated from masters program,white,68,-1,other,2012-06-28-14-39,"san rafael, california","has a kid, but doesn't want more",likes dogs and has cats,other but not too serious about it,virgo but it doesn&rsquo;t matter,no,english
59,single,m,straight,average,anything,socially,never,graduated from college/university,other,71,-1,science / tech / engineering,2012-06-28-20-36,"hayward, california",doesn't have kids,dislikes cats,christianity,capricorn,no,english
39,single,m,straight,athletic,,socially,never,graduated from high school,,66,-1,,2012-06-27-12-44,"oakland, california","has kids, and might want more",,,aries,no,english
38,single,m,straight,fit,,socially,never,graduated from college/university,asian,67,-1,rather not say,2012-02-11-01-45,"alameda, california",,likes dogs and likes cats,christianity but not too serious about it,cancer,,english (fluently)
59,single,f,straight,fit,anything,socially,never,,white,68,-1,,2012-06-28-09-28,"menlo park, california",,likes dogs and dislikes cats,catholicism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english
26,single,f,straight,,mostly kosher,socially,never,graduated from college/university,white,61,-1,education / academia,2012-06-27-23-05,"san francisco, california","doesn't have kids, but might want them",dislikes dogs and dislikes cats,judaism,,no,"english (fluently), hebrew (okay), french (okay), spanish (poorly)"
33,single,f,straight,full figured,mostly anything,often,never,graduated from college/university,white,73,-1,other,2012-06-28-06-26,"san francisco, california",doesn't want kids,likes dogs and likes cats,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), italian (poorly)"
46,single,m,straight,,,socially,,graduated from college/university,,71,-1,computer / hardware / software,2012-06-26-05-46,"san francisco, california",doesn't want kids,likes dogs and likes cats,agnosticism and somewhat serious about it,,no,"english (fluently), spanish (poorly), german (poorly), esperanto (poorly)"
36,single,m,straight,average,strictly anything,socially,never,graduated from college/university,other,71,-1,computer / hardware / software,2012-03-01-06-32,"san francisco, california",,likes dogs and likes cats,agnosticism,aries but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), german (okay), spanish (okay)"
40,available,f,bisexual,full figured,mostly anything,socially,,graduated from two-year college,white,64,-1,medicine / health,2012-05-19-13-21,"oakland, california",,has dogs and likes cats,buddhism and laughing about it,aquarius,sometimes,english
29,single,m,straight,skinny,,socially,,graduated from college/university,asian,72,-1,sales / marketing / biz dev,2012-06-28-21-41,"san francisco, california",,,agnosticism and somewhat serious about it,capricorn and it&rsquo;s fun to think about,,english
30,single,f,gay,thin,vegetarian,socially,never,graduated from ph.d program,white,67,-1,science / tech / engineering,2012-06-26-13-33,"oakland, california",,has cats,agnosticism,,no,english
30,single,f,straight,,,socially,never,graduated from college/university,,65,-1,,2012-06-29-15-31,"san francisco, california",,,,libra,no,"english (fluently), portuguese"
33,seeing someone,m,straight,a little extra,,socially,sometimes,graduated from college/university,white,74,-1,,2011-12-17-21-07,"oakland, california",,,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter,no,english
29,single,m,straight,athletic,anything,socially,never,graduated from college/university,,68,-1,science / tech / engineering,2012-06-25-12-26,"san francisco, california","doesn't have kids, but wants them",,,libra,no,english
23,single,f,straight,thin,,socially,,working on college/university,white,61,-1,,2012-06-27-01-41,"berkeley, california",doesn't have kids,,,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish"
33,single,m,straight,athletic,,very often,sometimes,dropped out of space camp,other,71,-1,other,2012-06-09-09-59,"san francisco, california",,likes dogs and likes cats,,,no,english (poorly)
28,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",67,-1,science / tech / engineering,2012-05-28-16-04,"san francisco, california",,likes dogs and dislikes cats,atheism but not too serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)"
31,single,m,bisexual,used up,,very often,often,dropped out of med school,other,65,20000,artistic / musical / writer,2011-10-16-22-51,"san francisco, california",has kids,has dogs and dislikes cats,christianity and very serious about it,virgo,,"english, c++ (fluently)"
29,single,m,bisexual,a little extra,mostly vegetarian,socially,sometimes,graduated from ph.d program,"black, other",79,-1,student,2012-06-28-23-17,"oakland, california",doesn't want kids,,,pisces,no,"english (fluently), french (okay), spanish (poorly), german (poorly), icelandic (fluently)"
44,single,f,straight,a little extra,,socially,never,graduated from college/university,"black, native american, white",61,-1,computer / hardware / software,2012-06-29-18-15,"palo alto, california",doesn't have kids,,christianity and very serious about it,aquarius,no,english
28,single,f,straight,average,,socially,never,working on two-year college,hispanic / latin,66,-1,clerical / administrative,2011-09-16-13-55,"san francisco, california",,likes dogs,catholicism,virgo,no,english
47,single,m,straight,fit,anything,socially,never,high school,white,76,60000,construction / craftsmanship,2012-06-20-10-14,"san mateo, california",has kids,likes dogs and has cats,catholicism and laughing about it,virgo but it doesn&rsquo;t matter,no,english
24,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,69,-1,science / tech / engineering,2011-12-04-22-30,"alameda, california",,likes cats,other and very serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)"
28,single,m,straight,athletic,mostly anything,socially,,working on masters program,white,70,-1,computer / hardware / software,2012-06-27-15-11,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,,sagittarius but it doesn&rsquo;t matter,no,english
40,single,f,straight,average,,socially,never,graduated from med school,black,65,-1,medicine / health,2012-06-28-20-43,"oakland, california",,has dogs,,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), spanish (okay)"
24,single,m,straight,fit,mostly anything,socially,,working on two-year college,black,72,-1,hospitality / travel,2012-06-29-23-11,"san francisco, california",,,,aquarius,sometimes,english
20,seeing someone,m,straight,,,,,,,71,-1,construction / craftsmanship,2011-12-04-10-47,"oakland, california",has a kid,,,capricorn,,english
39,single,m,straight,average,mostly anything,not at all,never,graduated from space camp,,71,-1,law / legal services,2012-01-16-13-43,"san francisco, california",,likes dogs and likes cats,catholicism but not too serious about it,libra but it doesn&rsquo;t matter,yes,english
52,single,f,straight,fit,,socially,never,graduated from college/university,white,62,70000,rather not say,2011-10-31-12-02,"san francisco, california",,likes dogs and likes cats,other and somewhat serious about it,aquarius but it doesn&rsquo;t matter,no,"english, english, french"
39,single,m,straight,thin,,socially,never,graduated from law school,white,70,-1,law / legal services,2012-06-29-12-00,"san francisco, california",doesn't have kids,,,,no,english
33,single,m,straight,thin,,,,,white,72,-1,,2012-06-29-20-11,"oakland, california",,likes dogs and likes cats,catholicism and laughing about it,taurus and it&rsquo;s fun to think about,,english
26,single,f,straight,average,strictly other,socially,,graduated from college/university,,70,-1,education / academia,2012-06-29-22-25,"san francisco, california",,,,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), portuguese (poorly)"
31,single,m,straight,,,,,graduated from college/university,white,69,-1,hospitality / travel,2012-06-24-10-01,"san francisco, california",,likes dogs and dislikes cats,,,,"english (fluently), spanish (poorly)"
27,single,m,straight,fit,,socially,never,,middle eastern,71,-1,construction / craftsmanship,2012-06-29-16-16,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,islam,,yes,"english, arabic"
60,single,m,straight,fit,mostly anything,not at all,,graduated from masters program,white,70,-1,computer / hardware / software,2012-06-20-20-25,"walnut creek, california",,likes dogs and likes cats,buddhism and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently)"
52,single,f,straight,thin,strictly anything,often,never,graduated from masters program,white,65,-1,education / academia,2012-06-30-00-22,"san francisco, california",has kids,likes dogs and has cats,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter,no,english
42,single,f,straight,a little extra,,socially,never,graduated from college/university,hispanic / latin,64,-1,other,2011-06-28-14-10,"san lorenzo, california",,,catholicism,aries,sometimes,english
31,single,f,straight,overweight,,socially,never,graduated from college/university,white,68,-1,entertainment / media,2012-05-28-10-48,"berkeley, california",,has dogs,agnosticism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,"english, german (poorly)"
38,single,m,straight,athletic,mostly vegetarian,socially,never,,white,68,-1,construction / craftsmanship,2012-06-29-10-57,"bolinas, california",,,christianity and laughing about it,gemini,no,english
26,single,m,straight,fit,,socially,never,graduated from college/university,asian,67,-1,other,2012-06-25-01-03,"san francisco, california",,likes dogs,,libra but it doesn&rsquo;t matter,no,english (fluently)
32,single,f,straight,fit,,socially,never,graduated from masters program,asian,64,-1,sales / marketing / biz dev,2012-06-29-22-48,"san francisco, california","doesn't have kids, but wants them",,buddhism but not too serious about it,scorpio and it&rsquo;s fun to think about,no,english
40,available,m,straight,fit,,,never,,,72,-1,,2012-04-24-18-17,"san mateo, california",,,,,,english
32,single,f,straight,fit,anything,socially,never,graduated from masters program,indian,61,-1,computer / hardware / software,2012-06-28-23-20,"san francisco, california","doesn't have kids, but wants them",,hinduism but not too serious about it,,no,"english (fluently), hindi (okay), spanish (poorly)"
31,single,f,straight,fit,mostly vegan,rarely,never,working on masters program,"native american, hispanic / latin, white",64,30000,political / government,2012-02-10-08-35,"berkeley, california",,likes dogs and likes cats,other and somewhat serious about it,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), arabic (okay), french (poorly), thai (poorly)"
32,single,m,straight,athletic,,socially,never,graduated from college/university,white,72,-1,other,2012-06-30-00-22,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,buddhism and somewhat serious about it,aries,no,"english, spanish (poorly)"
22,single,f,straight,average,mostly anything,socially,never,working on college/university,"asian, pacific islander",64,-1,sales / marketing / biz dev,2012-06-29-17-41,"san francisco, california","doesn't have kids, but wants them",likes dogs,catholicism and somewhat serious about it,pisces and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), spanish (okay)"
37,single,m,straight,fit,anything,socially,,graduated from college/university,white,70,-1,medicine / health,2012-06-30-00-22,"san francisco, california",,likes dogs,,libra but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)"
33,single,f,straight,athletic,anything,socially,never,graduated from college/university,asian,63,-1,other,2012-06-27-23-39,"oakland, california",doesn't have kids,,agnosticism,,,english
44,single,m,straight,average,strictly anything,socially,never,graduated from college/university,white,72,100000,construction / craftsmanship,2012-06-28-19-21,"san francisco, california",has kids,likes dogs and likes cats,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter,trying to quit,"english (fluently), german (okay)"
18,single,m,straight,athletic,,,never,,hispanic / latin,66,-1,,2012-03-25-23-44,"hayward, california",,has dogs,christianity,,,english
38,single,m,gay,average,,socially,sometimes,dropped out of college/university,hispanic / latin,65,-1,,2012-06-29-10-22,"san francisco, california",,,,,when drinking,"english, spanish"
23,single,f,straight,average,mostly anything,socially,sometimes,working on masters program,,64,-1,student,2012-06-30-00-22,"san francisco, california",,has dogs and likes cats,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about,no,english (fluently)
33,single,f,straight,average,,socially,never,graduated from ph.d program,white,65,-1,science / tech / engineering,2012-06-27-21-32,"san francisco, california",,likes dogs and likes cats,agnosticism and very serious about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently)
24,seeing someone,f,straight,fit,mostly other,socially,,graduated from college/university,white,64,-1,entertainment / media,2012-04-03-18-48,"oakland, california",,likes dogs,catholicism but not too serious about it,sagittarius,no,english
32,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,64,-1,entertainment / media,2012-06-29-20-21,"san francisco, california",doesn't have kids,likes dogs and likes cats,christianity but not too serious about it,taurus and it&rsquo;s fun to think about,no,english
27,single,f,straight,thin,,socially,never,,pacific islander,63,-1,rather not say,2011-12-15-23-29,"hayward, california",has a kid,,other,aries,no,english
39,single,f,straight,fit,strictly vegan,not at all,never,graduated from college/university,"white, other",63,-1,other,2012-06-24-18-31,"oakland, california","doesn't have kids, but might want them",likes dogs,other and laughing about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), japanese (poorly), other (poorly)"
47,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,66,100000,artistic / musical / writer,2012-06-29-10-12,"mill valley, california",has a kid,likes dogs and likes cats,other and laughing about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), japanese (poorly)"
33,single,m,straight,athletic,mostly anything,socially,sometimes,graduated from college/university,asian,70,100000,science / tech / engineering,2012-03-20-09-46,"oakland, california",,likes dogs and likes cats,christianity but not too serious about it,taurus but it doesn&rsquo;t matter,trying to quit,"english (fluently), korean (poorly), spanish (okay)"
38,single,m,gay,athletic,,not at all,never,,hispanic / latin,70,-1,artistic / musical / writer,2012-04-22-01-52,"san francisco, california",doesn't want kids,likes dogs and likes cats,,pisces and it&rsquo;s fun to think about,no,english (fluently)
42,single,f,straight,fit,,socially,never,graduated from college/university,asian,67,-1,sales / marketing / biz dev,2012-05-04-14-28,"san francisco, california",,likes dogs and likes cats,christianity but not too serious about it,leo but it doesn&rsquo;t matter,no,english
42,single,m,straight,fit,mostly anything,socially,,graduated from college/university,white,70,-1,entertainment / media,2012-06-29-22-33,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), spanish (poorly)"
21,single,f,straight,fit,mostly anything,socially,never,,white,68,-1,,2012-06-29-10-23,"berkeley, california",,,,libra but it doesn&rsquo;t matter,when drinking,english
35,single,m,straight,fit,mostly anything,often,,graduated from masters program,"white, other",73,100000,computer / hardware / software,2012-06-03-18-47,"berkeley, california",doesn't have kids,likes dogs and has cats,agnosticism,leo,no,english (fluently)
38,single,f,straight,fit,mostly vegetarian,rarely,never,graduated from masters program,white,64,-1,science / tech / engineering,2012-04-21-16-27,"san francisco, california",,,,aries and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), spanish (okay), other (fluently)"
34,single,f,straight,thin,,rarely,sometimes,dropped out of ph.d program,"asian, white",64,-1,artistic / musical / writer,2012-06-11-03-34,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,,taurus and it&rsquo;s fun to think about,no,"english (fluently), italian (okay), japanese (poorly)"
27,single,m,straight,fit,,,,graduated from college/university,white,71,-1,transportation,2012-06-27-23-52,"oakland, california",,,atheism,virgo,,"english, spanish (poorly)"
29,single,m,straight,thin,,socially,never,,white,71,-1,sales / marketing / biz dev,2012-06-29-08-35,"san francisco, california",,,,virgo but it doesn&rsquo;t matter,no,english (fluently)
27,single,f,bisexual,curvy,,socially,,graduated from college/university,"white, other",62,-1,artistic / musical / writer,2012-05-28-11-20,"san francisco, california",,likes dogs and likes cats,agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
23,single,m,bisexual,fit,mostly anything,,,graduated from college/university,,67,-1,artistic / musical / writer,2012-06-27-03-49,"san francisco, california",,likes dogs,,leo and it&rsquo;s fun to think about,no,"english (fluently), latin (poorly)"
33,single,m,straight,a little extra,mostly anything,socially,sometimes,,"hispanic / latin, white",67,-1,other,2012-06-19-12-42,"alameda, california",doesn't want kids,has dogs,atheism and laughing about it,aquarius and it&rsquo;s fun to think about,yes,english (fluently)
25,single,m,straight,average,mostly anything,socially,never,graduated from college/university,asian,70,250000,banking / financial / real estate,2012-06-28-08-08,"san francisco, california","doesn't have kids, but wants them",,buddhism and somewhat serious about it,aries but it doesn&rsquo;t matter,no,"english, chinese, japanese"
31,single,f,straight,,,socially,never,graduated from college/university,,66,-1,other,2012-05-30-17-24,"san francisco, california",,likes dogs and likes cats,,cancer but it doesn&rsquo;t matter,no,english (fluently)
24,single,f,straight,average,,socially,never,graduated from college/university,white,72,20000,unemployed,2012-02-20-20-10,"san francisco, california",,likes dogs and likes cats,,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
49,single,m,straight,average,anything,socially,,college/university,white,70,-1,,2012-06-22-22-29,"oakland, california",,has dogs,atheism and laughing about it,cancer but it doesn&rsquo;t matter,no,english
23,single,m,straight,overweight,strictly anything,very often,often,graduated from college/university,white,72,20000,student,2012-06-24-23-08,"san francisco, california","has a kid, and wants more",likes dogs and dislikes cats,other and somewhat serious about it,leo but it doesn&rsquo;t matter,no,english
23,single,f,gay,full figured,,rarely,never,graduated from college/university,white,66,20000,sales / marketing / biz dev,2012-05-06-19-55,"san mateo, california",,has dogs and has cats,other but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
22,single,f,gay,,mostly vegetarian,socially,,working on college/university,,63,-1,,2012-06-17-17-07,"san francisco, california",,likes dogs and likes cats,,taurus and it&rsquo;s fun to think about,trying to quit,"english (fluently), latin (poorly)"
48,single,m,straight,fit,mostly anything,rarely,never,graduated from masters program,white,70,-1,banking / financial / real estate,2012-06-25-09-56,"san francisco, california",doesn't have kids,likes dogs and likes cats,judaism but not too serious about it,scorpio and it&rsquo;s fun to think about,no,english
27,single,m,straight,fit,anything,socially,never,working on ph.d program,white,71,-1,student,2012-06-20-19-14,"berkeley, california",,,judaism but not too serious about it,,no,"english (fluently), french (okay)"
30,seeing someone,m,gay,,,socially,never,graduated from masters program,"hispanic / latin, other",68,-1,science / tech / engineering,2012-06-29-17-36,"san francisco, california",doesn't want kids,likes dogs and has cats,agnosticism and laughing about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (okay)"
59,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,64,60000,education / academia,2012-06-29-21-36,"san rafael, california","has a kid, and might want more",dislikes dogs and dislikes cats,other but not too serious about it,scorpio but it doesn&rsquo;t matter,no,"english, chinese, tagalog"
27,single,m,straight,average,,socially,never,working on college/university,asian,70,30000,sales / marketing / biz dev,2012-06-29-12-44,"san francisco, california",,,,aries,no,english
24,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,68,-1,computer / hardware / software,2012-06-29-08-43,"san francisco, california",,likes dogs and likes cats,,gemini but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly), spanish (poorly), italian (poorly)"
32,single,f,straight,,mostly anything,socially,never,graduated from college/university,,69,-1,,2012-06-30-00-24,"san francisco, california",,,,,no,english
24,single,m,straight,fit,anything,,never,,white,74,-1,,2012-06-06-15-37,"san francisco, california",,,,,,english
32,single,m,straight,used up,anything,desperately,never,graduated from ph.d program,,72,-1,retired,2012-06-03-13-37,"san francisco, california",,,agnosticism and laughing about it,aquarius and it matters a lot,no,"english (fluently), c++ (fluently), chinese (okay), french (poorly), yiddish (poorly)"
30,available,m,straight,athletic,strictly anything,socially,never,working on masters program,white,75,100000,military,2012-06-29-22-22,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism,leo and it&rsquo;s fun to think about,no,"english (fluently), portuguese (poorly)"
40,single,f,straight,curvy,,socially,never,graduated from college/university,white,65,-1,executive / management,2012-06-29-20-31,"mill valley, california","doesn't have kids, but wants them",has dogs,,sagittarius but it doesn&rsquo;t matter,no,english
18,single,m,straight,athletic,strictly anything,socially,never,working on college/university,white,73,20000,student,2012-06-30-00-24,"sausalito, california","doesn't have kids, but might want them",likes dogs and likes cats,other but not too serious about it,aries and it&rsquo;s fun to think about,no,english (fluently)
29,single,m,straight,athletic,,,,,,69,-1,,2012-06-29-14-46,"millbrae, california",,likes dogs,,pisces,,english
32,single,f,straight,athletic,,socially,never,graduated from college/university,white,62,-1,sales / marketing / biz dev,2012-06-24-09-55,"menlo park, california",,has dogs,catholicism,scorpio and it&rsquo;s fun to think about,no,english
27,single,f,straight,thin,mostly vegetarian,socially,never,graduated from college/university,white,64,-1,entertainment / media,2012-02-05-08-51,"palo alto, california",doesn't want kids,likes dogs and likes cats,atheism but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english, german (fluently), spanish (poorly), french (poorly)"
56,single,f,straight,curvy,,socially,never,graduated from college/university,white,68,-1,medicine / health,2011-11-26-18-01,"san francisco, california",has a kid,,christianity and laughing about it,libra but it doesn&rsquo;t matter,no,english
35,single,m,straight,athletic,,socially,never,graduated from college/university,black,70,-1,,2012-04-11-08-42,"oakland, california",,,christianity,virgo,no,"english, spanish"
20,single,m,straight,athletic,strictly anything,socially,sometimes,dropped out of space camp,"middle eastern, white",67,20000,artistic / musical / writer,2012-06-26-10-50,"oakland, california",,,buddhism and laughing about it,pisces,,english (poorly)
30,single,m,gay,fit,strictly anything,rarely,,working on college/university,other,72,-1,other,2012-06-27-22-36,"san francisco, california",,,other and laughing about it,gemini and it&rsquo;s fun to think about,no,english
43,single,m,straight,average,mostly anything,often,often,working on space camp,white,69,-1,computer / hardware / software,2012-06-30-00-25,"san francisco, california",doesn't have kids,likes dogs and has cats,atheism but not too serious about it,leo and it&rsquo;s fun to think about,when drinking,"english (poorly), english (okay), english (fluently), english, c++ (fluently)"
27,single,m,straight,athletic,anything,socially,never,graduated from masters program,asian,68,60000,,2012-06-30-00-25,"san francisco, california",doesn't have kids,likes dogs,agnosticism but not too serious about it,scorpio,no,"english (fluently), chinese (okay), japanese (poorly)"
30,single,m,straight,average,mostly anything,socially,never,graduated from college/university,asian,71,-1,medicine / health,2012-06-26-23-30,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,,aquarius,no,"english (fluently), spanish (poorly), chinese (okay)"
58,single,m,straight,,,often,never,graduated from college/university,white,72,-1,artistic / musical / writer,2012-06-27-16-37,"novato, california",has a kid,likes dogs and likes cats,buddhism and laughing about it,virgo and it&rsquo;s fun to think about,no,english (fluently)
31,single,m,straight,athletic,mostly anything,socially,,graduated from med school,,68,-1,medicine / health,2011-08-31-21-02,"san francisco, california",,likes dogs,,,no,english
34,single,m,straight,rather not say,mostly anything,rarely,,graduated from masters program,asian,72,-1,other,2012-06-28-00-58,"berkeley, california","doesn't have kids, but might want them",likes dogs,christianity but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), spanish (poorly)"
41,single,m,straight,average,mostly anything,socially,never,graduated from law school,white,75,-1,military,2012-03-05-00-09,"san francisco, california",doesn't want kids,likes dogs and likes cats,buddhism but not too serious about it,cancer and it matters a lot,trying to quit,"english (fluently), chinese (poorly), tagalog (poorly)"
27,single,f,straight,average,,socially,never,working on masters program,white,67,-1,student,2012-06-27-19-09,"san francisco, california",doesn't want kids,likes dogs and has cats,other and laughing about it,scorpio and it&rsquo;s fun to think about,when drinking,"english (fluently), russian (poorly), spanish (poorly)"
37,single,m,straight,average,anything,socially,never,graduated from masters program,asian,68,-1,executive / management,2012-06-03-21-11,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,,cancer and it&rsquo;s fun to think about,no,english (fluently)
35,single,f,straight,thin,mostly anything,socially,,graduated from masters program,white,67,-1,entertainment / media,2012-06-27-23-35,"san francisco, california",doesn't have kids,,,leo and it&rsquo;s fun to think about,no,"english, spanish (poorly)"
26,single,m,straight,fit,,socially,,,white,73,-1,,2012-04-15-02-01,"san rafael, california",,,,cancer and it&rsquo;s fun to think about,sometimes,english
28,single,m,straight,athletic,,socially,never,graduated from college/university,white,72,-1,construction / craftsmanship,2012-06-28-16-31,"san francisco, california",,likes dogs and has cats,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)"
32,single,m,straight,average,mostly anything,often,,graduated from college/university,hispanic / latin,76,60000,banking / financial / real estate,2012-06-12-13-20,"san francisco, california","doesn't have kids, but might want them",has dogs,,taurus and it&rsquo;s fun to think about,no,"english, spanish (fluently)"
38,single,f,straight,athletic,,socially,,graduated from masters program,white,68,-1,banking / financial / real estate,2012-06-29-22-31,"san francisco, california",,likes dogs and dislikes cats,agnosticism but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
42,single,m,straight,athletic,mostly anything,socially,never,dropped out of college/university,hispanic / latin,72,-1,other,2012-06-25-19-26,"san francisco, california",,,other and laughing about it,cancer but it doesn&rsquo;t matter,no,english
25,single,m,straight,fit,,socially,never,graduated from high school,"hispanic / latin, other",67,-1,other,2012-06-04-18-09,"san rafael, california","doesn't have kids, but might want them",likes dogs,,libra but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (okay)"
34,single,f,straight,average,anything,socially,,graduated from college/university,white,66,-1,executive / management,2012-03-19-15-51,"san francisco, california",,likes dogs and likes cats,,taurus but it doesn&rsquo;t matter,no,english (fluently)
46,single,m,straight,fit,anything,socially,,graduated from college/university,white,71,-1,sales / marketing / biz dev,2012-06-28-08-28,"san francisco, california",doesn't have kids,likes dogs,,pisces and it&rsquo;s fun to think about,no,english
31,single,m,straight,average,strictly anything,socially,,graduated from two-year college,white,69,50000,executive / management,2012-06-22-07-44,"san francisco, california",,likes dogs and likes cats,other but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), spanish (poorly)"
26,single,f,straight,curvy,mostly anything,socially,never,working on two-year college,"hispanic / latin, white",64,20000,student,2012-06-27-00-06,"san francisco, california",,likes dogs and has cats,christianity,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
37,single,m,straight,fit,mostly anything,socially,sometimes,graduated from college/university,black,75,50000,transportation,2012-06-15-17-07,"san francisco, california",,likes dogs and likes cats,christianity and somewhat serious about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), italian (fluently), german (poorly), japanese (poorly), russian (poorly)"
